date,signals_json,fills_json,eod_portfolio_value,pnl_day,pnl_cum,cash,positions_json
2026-04-22,"{""spot"":711.21,""consec_losses"":0}",[],100000.0,0.0,0.0,100000.0,{}
2026-04-22,2026-04-22T21:00:00,daily,"{""spot"":711.21,""consec_losses"":0}",[],100000.0,0.0,0.0,100000.0,{}
2026-05-01,2026-05-01T09:30:00,daily,"{""spot"":710.43,""consec_losses"":0}",[],100000.0,0.0,0.0,100000.0,{}
2026-04-27,2026-04-27T21:00:00,daily,"{""open"":{""expiry"":""2026-05-01"",""K_long"":715.1,""K_short"":729.4,""debit"":1000.0,""contracts"":223.65,""consec_losses_pre"":0},""spot"":715.1,""consec_losses"":0}","[{""ticker"":""SPY_SPREAD_715.1/729.4"",""qty_delta"":223.6496798784227,""price"":4.471278476873323,""cost_usd"":0.5,""notes"":""open size_pct=0.0100""}]",99919.68,-80.32,-80.32,98999.5,"{""open_trade"":{""entry_date"":""2026-04-27"",""expiry"":""2026-05-01"",""k_long"":715.0999755859375,""k_short"":729.4019750976563,""contracts"":223.6496798784227,""entry_debit"":1000.0,""iv"":0.18}}"
2026-04-28,2026-04-28T21:00:00,daily,"{""spot"":711.54,""consec_losses"":0}",[],99495.05,-424.63,-504.95,98999.5,"{""open_trade"":{""entry_date"":""2026-04-27"",""expiry"":""2026-05-01"",""k_long"":715.0999755859375,""k_short"":729.4019750976563,""contracts"":223.6496798784227,""entry_debit"":1000.0,""iv"":0.18}}"
2026-04-29,2026-04-29T21:00:00,daily,"{""spot"":711.63,""consec_losses"":0}",[],99293.13,-201.92,-706.87,98999.5,"{""open_trade"":{""entry_date"":""2026-04-27"",""expiry"":""2026-05-01"",""k_long"":715.0999755859375,""k_short"":729.4019750976563,""contracts"":223.6496798784227,""entry_debit"":1000.0,""iv"":0.18}}"
2026-04-30,2026-04-30T21:00:00,daily,"{""spot"":718.66,""consec_losses"":0}",[],99795.69,502.56,-204.31,98999.5,"{""open_trade"":{""entry_date"":""2026-04-27"",""expiry"":""2026-05-01"",""k_long"":715.0999755859375,""k_short"":729.4019750976563,""contracts"":223.6496798784227,""entry_debit"":1000.0,""iv"":0.18}}"
2026-05-01,2026-05-01T21:00:00,daily,"{""settle"":{""expiry"":""2026-05-01"",""payoff"":5.65,""trade_pnl"":262.99,""consec_losses"":0},""spot"":720.75,""consec_losses"":0}","[{""ticker"":""SPY_SPREAD_715.1/729.4"",""qty_delta"":-223.6496798784227,""price"":5.6500244140625,""cost_usd"":0.6318130757551754,""notes"":""settle expiry 2026-05-01 pnl=262.99""}]",100262.49,466.8,262.49,100262.49,{}
2026-05-04,2026-05-04T21:00:00,daily,"{""open"":{""expiry"":""2026-05-08"",""K_long"":718.01,""K_short"":732.37,""debit"":1002.62,""contracts"":223.33,""consec_losses_pre"":0},""spot"":718.01,""consec_losses"":0}","[{""ticker"":""SPY_SPREAD_718.0/732.4"",""qty_delta"":223.32793494785258,""price"":4.489473937142975,""cost_usd"":0.501312471692173,""notes"":""open size_pct=0.0100""}]",100181.96,-80.53,181.96,99259.37,"{""open_trade"":{""entry_date"":""2026-05-04"",""expiry"":""2026-05-08"",""k_long"":718.010009765625,""k_short"":732.3702099609375,""contracts"":223.32793494785258,""entry_debit"":1002.624943384346,""iv"":0.18}}"
2026-05-05,2026-05-05T21:00:00,daily,"{""spot"":723.71,""consec_losses"":0}",[],100698.28,516.32,698.28,99259.37,"{""open_trade"":{""entry_date"":""2026-05-04"",""expiry"":""2026-05-08"",""k_long"":718.010009765625,""k_short"":732.3702099609375,""contracts"":223.32793494785258,""entry_debit"":1002.624943384346,""iv"":0.18}}"
2026-05-06,2026-05-06T21:00:00,daily,"{""spot"":733.86,""consec_losses"":0}",[],102016.17,1317.88,2016.17,99259.37,"{""open_trade"":{""entry_date"":""2026-05-04"",""expiry"":""2026-05-08"",""k_long"":718.010009765625,""k_short"":732.3702099609375,""contracts"":223.32793494785258,""entry_debit"":1002.624943384346,""iv"":0.18}}"
2026-05-07,2026-05-07T21:00:00,daily,"{""spot"":731.58,""consec_losses"":0}",[],102288.81,272.64,2288.81,99259.37,"{""open_trade"":{""entry_date"":""2026-05-04"",""expiry"":""2026-05-08"",""k_long"":718.010009765625,""k_short"":732.3702099609375,""contracts"":223.32793494785258,""entry_debit"":1002.624943384346,""iv"":0.18}}"
2026-05-08,2026-05-08T21:00:00,daily,"{""settle"":{""expiry"":""2026-05-08"",""payoff"":14.36,""trade_pnl"":2202.81,""consec_losses"":0},""spot"":737.53,""consec_losses"":0}","[{""ticker"":""SPY_SPREAD_718.0/732.4"",""qty_delta"":-223.32793494785258,""price"":14.360200195312473,""cost_usd"":1.603516927528442,""notes"":""settle expiry 2026-05-08 pnl=2202.81""}]",102464.8,175.99,2464.8,102464.8,{}
2026-05-11,2026-05-11T21:00:00,daily,"{""open"":{""expiry"":""2026-05-15"",""K_long"":739.26,""K_short"":754.05,""debit"":1024.65,""contracts"":221.67,""consec_losses_pre"":0},""spot"":739.26,""consec_losses"":0}","[{""ticker"":""SPY_SPREAD_739.3/754.0"",""qty_delta"":221.67285789010614,""price"":4.6223430056333115,""cost_usd"":0.5123239921035396,""notes"":""open size_pct=0.0100""}]",102382.5,-82.3,2382.5,101439.64,"{""open_trade"":{""entry_date"":""2026-05-11"",""expiry"":""2026-05-15"",""k_long"":739.260009765625,""k_short"":754.0452099609375,""contracts"":221.67285789010614,""entry_debit"":1024.6479842070792,""iv"":0.18}}"
